loan_amnt,term,int_rate,sub_grade,verification_status,addr_state,dti,open_acc,revol_util,total_acc,last_fico_range_high,last_fico_range_low,avg_cur_bal,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,pct_tl_nvr_dlq,loan_status
8800.0, 36 months,15.77,D1,Verified,NY,15.92,6.0,21.4,7.0,519.0,515.0,3677.0,51.0,12.0,100.0,Charged Off
20000.0, 36 months,14.85,C5,Verified,KS,13.2,4.0,87.7,27.0,649.0,645.0,8445.0,286.0,14.0,77.8,Fully Paid
12975.0, 60 months,17.97,D4,Not Verified,TX,27.8,16.0,43.7,23.0,799.0,795.0,7465.0,121.0,4.0,100.0,Fully Paid
10800.0, 60 months,15.77,D1,Verified,CA,7.89,10.0,51.4,12.0,724.0,720.0,1514.0,58.0,3.0,91.7,Fully Paid
10000.0, 36 months,9.8,B3,Not Verified,KS,33.39,16.0,54.8,25.0,799.0,795.0,3348.0,142.0,4.0,100.0,Fully Paid
30000.0, 60 months,9.17,B2,Source Verified,NJ,17.27,23.0,43.2,44.0,594.0,590.0,5054.0,129.0,1.0,100.0,Charged Off
4500.0, 36 months,11.99,C1,Verified,MN,27.45,13.0,56.9,27.0,609.0,605.0,3604.0,136.0,6.0,84.6,Fully Paid
9475.0, 36 months,19.48,E2,Verified,PA,19.49,20.0,26.4,24.0,534.0,530.0,1324.0,47.0,0.0,100.0,Charged Off
6000.0, 36 months,13.44,C3,Source Verified,MS,10.28,8.0,4.8,12.0,789.0,785.0,3239.0,93.0,9.0,91.7,Fully Paid
8000.0, 36 months,9.17,B2,Verified,FL,27.94,17.0,46.0,28.0,669.0,665.0,2779.0,130.0,12.0,53.6,Fully Paid
28000.0, 36 months,6.49,A2,Verified,NJ,18.63,19.0,68.0,39.0,714.0,710.0,27030.0,369.0,9.0,92.0,Fully Paid
6525.0, 36 months,17.97,D4,Source Verified,NJ,27.02,12.0,49.3,18.0,524.0,520.0,3752.0,116.0,0.0,50.0,Charged Off
6000.0, 36 months,13.44,C3,Source Verified,CA,16.74,6.0,75.8,9.0,714.0,710.0,2934.0,65.0,4.0,100.0,Fully Paid
12000.0, 36 months,11.48,B5,Verified,HI,21.78,7.0,55.0,15.0,694.0,690.0,5959.0,148.0,9.0,100.0,Fully Paid
4000.0, 36 months,12.88,C2,Verified,FL,14.01,7.0,93.4,17.0,619.0,615.0,34582.0,272.0,9.0,76.5,Fully Paid
28000.0, 60 months,16.59,D2,Not Verified,MO,32.71,16.0,92.7,29.0,529.0,525.0,21990.0,158.0,50.0,100.0,Charged Off
20000.0, 36 months,13.99,C4,Verified,CA,33.48,13.0,74.5,30.0,529.0,525.0,8430.0,185.0,0.0,70.0,Charged Off
4000.0, 36 months,12.88,C2,Verified,FL,6.45,8.0,31.0,18.0,669.0,665.0,1664.0,109.0,10.0,94.1,Fully Paid
28000.0, 60 months,15.77,D1,Verified,AK,36.36,9.0,37.8,14.0,584.0,580.0,31453.0,114.0,20.0,100.0,Charged Off
8000.0, 36 months,7.91,A5,Verified,FL,24.5,19.0,51.2,38.0,704.0,700.0,2605.0,595.0,2.0,94.7,Fully Paid
16000.0, 36 months,11.48,B5,Not Verified,CA,26.76,15.0,52.0,21.0,704.0,700.0,4493.0,303.0,13.0,100.0,Fully Paid
20000.0, 36 months,11.48,B5,Source Verified,MA,17.08,18.0,54.2,37.0,574.0,570.0,20393.0,191.0,11.0,100.0,Fully Paid
30400.0, 36 months,10.78,B4,Not Verified,MA,13.27,5.0,82.3,8.0,719.0,715.0,2178.0,232.0,39.0,62.5,Fully Paid
15000.0, 36 months,11.99,C1,Source Verified,NC,22.14,7.0,64.7,27.0,539.0,535.0,7144.0,162.0,14.0,100.0,Fully Paid
12000.0, 36 months,5.32,A1,Not Verified,NY,7.4,5.0,56.9,14.0,724.0,720.0,22728.0,161.0,19.0,100.0,Fully Paid
15000.0, 36 months,9.8,B3,Not Verified,FL,11.11,15.0,44.8,18.0,764.0,760.0,20493.0,97.0,13.0,100.0,Fully Paid
30000.0, 60 months,9.8,B3,Source Verified,MO,22.57,23.0,47.2,45.0,744.0,740.0,9148.0,220.0,6.0,100.0,Fully Paid
21000.0, 36 months,10.78,B4,Source Verified,VA,13.72,14.0,64.4,18.0,719.0,715.0,23403.0,189.0,24.0,100.0,Fully Paid
16000.0, 36 months,18.49,D5,Verified,NY,27.15,10.0,68.2,29.0,624.0,620.0,3235.0,285.0,6.0,89.3,Fully Paid
24000.0, 60 months,12.88,C2,Not Verified,FL,23.91,12.0,56.2,21.0,779.0,775.0,3379.0,169.0,3.0,100.0,Fully Paid
12000.0, 36 months,6.49,A2,Not Verified,CO,14.58,6.0,26.5,9.0,809.0,805.0,5829.0,111.0,11.0,88.9,Fully Paid
6475.0, 36 months,19.89,E3,Source Verified,FL,32.12,12.0,29.0,23.0,539.0,535.0,3031.0,143.0,4.0,100.0,Fully Paid
20000.0, 60 months,13.44,C3,Not Verified,CO,9.6,2.0,68.3,13.0,724.0,720.0,17456.0,134.0,24.0,100.0,Fully Paid
14400.0, 60 months,9.8,B3,Not Verified,NY,17.03,11.0,33.1,25.0,759.0,755.0,3574.0,105.0,21.0,84.0,Fully Paid
15000.0, 36 months,16.59,D2,Verified,TX,15.22,6.0,64.0,27.0,534.0,530.0,5782.0,138.0,5.0,100.0,Fully Paid
24500.0, 36 months,7.49,A4,Source Verified,CO,7.98,7.0,72.3,15.0,804.0,800.0,3307.0,147.0,8.0,100.0,Fully Paid
8000.0, 36 months,12.88,C2,Verified,TX,13.15,7.0,38.9,17.0,734.0,730.0,1013.0,104.0,6.0,93.7,Fully Paid
1675.0, 36 months,14.85,C5,Source Verified,CA,7.63,7.0,39.7,14.0,719.0,715.0,33451.0,180.0,6.0,92.9,Fully Paid
11675.0, 36 months,10.78,B4,Not Verified,VA,18.1,11.0,79.0,32.0,589.0,585.0,29993.0,265.0,14.0,94.0,Fully Paid
8000.0, 36 months,9.17,B2,Not Verified,AK,12.56,10.0,20.7,15.0,784.0,780.0,2271.0,135.0,0.0,100.0,Fully Paid
18000.0, 36 months,9.8,B3,Verified,GA,14.24,14.0,78.3,51.0,729.0,725.0,26131.0,486.0,8.0,76.5,Fully Paid
15000.0, 60 months,11.99,C1,Source Verified,CT,6.64,9.0,81.6,22.0,664.0,660.0,28703.0,220.0,108.0,66.7,Fully Paid
12000.0, 60 months,12.88,C2,Verified,AZ,21.06,6.0,97.9,34.0,744.0,740.0,62147.0,239.0,10.0,100.0,Fully Paid
15000.0, 36 months,11.99,C1,Source Verified,CA,13.61,7.0,61.8,15.0,724.0,720.0,6005.0,94.0,24.0,46.7,Fully Paid
12000.0, 36 months,6.99,A3,Source Verified,PA,15.52,9.0,40.5,22.0,809.0,805.0,10963.0,221.0,38.0,100.0,Fully Paid
20000.0, 36 months,7.91,A5,Verified,CO,27.9,14.0,54.4,20.0,759.0,755.0,40177.0,191.0,19.0,100.0,Fully Paid
1500.0, 36 months,13.44,C3,Verified,VA,22.51,12.0,61.5,16.0,599.0,595.0,1748.0,125.0,2.0,100.0,Fully Paid
12000.0, 36 months,9.17,B2,Not Verified,IL,11.76,20.0,51.3,51.0,579.0,575.0,2645.0,116.0,21.0,84.3,Charged Off
12000.0, 36 months,12.88,C2,Source Verified,NV,16.0,9.0,57.2,12.0,739.0,735.0,9300.0,92.0,2.0,90.0,Fully Paid
11000.0, 36 months,13.99,C4,Source Verified,MD,30.67,6.0,19.3,7.0,554.0,550.0,14203.0,171.0,36.0,100.0,Charged Off
22925.0, 60 months,16.55,D2,Source Verified,MN,24.62,7.0,60.9,12.0,514.0,510.0,17549.0,136.0,15.0,100.0,Charged Off
18000.0, 36 months,11.48,B5,Verified,TX,19.56,20.0,35.1,63.0,754.0,750.0,11759.0,204.0,7.0,98.2,Fully Paid
24000.0, 36 months,5.32,A1,Not Verified,PA,14.77,19.0,35.1,38.0,744.0,740.0,6327.0,183.0,14.0,97.4,Fully Paid
20000.0, 60 months,17.27,D3,Not Verified,CT,27.78,16.0,26.6,40.0,749.0,745.0,10262.0,384.0,13.0,100.0,Fully Paid
35000.0, 36 months,9.17,B2,Verified,KY,23.98,16.0,22.9,30.0,769.0,765.0,14645.0,241.0,1.0,100.0,Fully Paid
16200.0, 60 months,10.78,B4,Not Verified,NJ,25.5,9.0,44.5,29.0,769.0,765.0,21901.0,316.0,25.0,100.0,Fully Paid
3600.0, 36 months,13.99,C4,Not Verified,OH,18.41,9.0,53.3,22.0,584.0,580.0,4668.0,158.0,13.0,100.0,Charged Off
12000.0, 36 months,9.8,B3,Verified,MD,30.34,6.0,69.2,14.0,794.0,790.0,3046.0,214.0,4.0,100.0,Fully Paid
5000.0, 36 months,10.78,B4,Verified,CA,18.12,19.0,53.8,39.0,694.0,690.0,11172.0,346.0,0.0,89.7,Fully Paid
13000.0, 36 months,5.32,A1,Not Verified,FL,21.02,10.0,17.2,46.0,819.0,815.0,24198.0,186.0,24.0,100.0,Fully Paid
5000.0, 36 months,7.91,A5,Not Verified,CA,11.5,15.0,36.1,37.0,774.0,770.0,1289.0,365.0,3.0,86.1,Fully Paid
10550.0, 36 months,17.97,D4,Source Verified,CA,25.75,5.0,26.0,11.0,754.0,750.0,1239.0,188.0,3.0,100.0,Fully Paid
5000.0, 36 months,9.17,B2,Verified,CA,15.39,7.0,24.6,14.0,709.0,705.0,27167.0,242.0,37.0,71.4,Fully Paid
4000.0, 36 months,9.8,B3,Source Verified,FL,17.01,6.0,86.8,28.0,594.0,590.0,62667.0,149.0,52.0,96.4,Fully Paid
35000.0, 60 months,14.85,C5,Source Verified,VA,4.29,8.0,43.4,13.0,739.0,735.0,55304.0,45.0,5.0,100.0,Fully Paid
5600.0, 36 months,13.44,C3,Verified,NY,7.99,10.0,91.9,14.0,674.0,670.0,6172.0,124.0,4.0,100.0,Fully Paid
9600.0, 36 months,9.8,B3,Not Verified,VA,11.61,11.0,48.0,19.0,749.0,745.0,9738.0,326.0,9.0,100.0,Fully Paid
30000.0, 36 months,11.99,C1,Source Verified,CA,28.82,8.0,84.6,20.0,559.0,555.0,13269.0,252.0,7.0,100.0,Charged Off
7675.0, 36 months,11.48,B5,Source Verified,OR,10.12,10.0,15.2,17.0,569.0,565.0,763.0,115.0,17.0,100.0,Charged Off
26025.0, 60 months,21.48,E5,Verified,CA,11.8,6.0,59.9,27.0,694.0,690.0,79367.0,113.0,4.0,80.8,Fully Paid
5000.0, 36 months,10.78,B4,Verified,WA,12.25,4.0,63.8,5.0,519.0,515.0,1021.0,345.0,22.0,100.0,Charged Off
20000.0, 36 months,7.49,A4,Not Verified,LA,20.16,19.0,43.2,31.0,719.0,715.0,5598.0,127.0,2.0,100.0,Fully Paid
5000.0, 36 months,13.44,C3,Source Verified,IN,29.91,7.0,78.9,13.0,659.0,655.0,1585.0,136.0,18.0,92.3,Fully Paid
26000.0, 36 months,14.85,C5,Not Verified,WA,29.88,15.0,48.2,33.0,709.0,705.0,16578.0,256.0,2.0,100.0,Fully Paid
30000.0, 60 months,23.13,F2,Verified,NC,26.66,18.0,48.5,28.0,559.0,555.0,17042.0,270.0,6.0,92.6,Charged Off
10000.0, 36 months,11.99,C1,Verified,NY,17.31,13.0,33.7,18.0,564.0,560.0,8736.0,50.0,1.0,100.0,Fully Paid
7850.0, 36 months,17.27,D3,Source Verified,TX,28.96,10.0,85.9,30.0,684.0,680.0,3416.0,163.0,1.0,96.3,Fully Paid
35000.0, 60 months,19.89,E3,Verified,MD,5.99,5.0,43.0,18.0,539.0,535.0,6797.0,305.0,9.0,89.0,Charged Off
30000.0, 36 months,15.77,D1,Not Verified,WA,16.97,12.0,46.3,16.0,689.0,685.0,2823.0,149.0,10.0,100.0,Fully Paid
11900.0, 60 months,13.44,C3,Verified,MI,34.7,18.0,61.0,37.0,519.0,515.0,3824.0,288.0,1.0,84.0,Charged Off
15375.0, 60 months,18.49,D5,Source Verified,NY,8.21,6.0,63.7,20.0,714.0,710.0,3597.0,198.0,12.0,100.0,Fully Paid
9400.0, 36 months,8.49,B1,Source Verified,FL,11.11,4.0,67.6,7.0,649.0,645.0,2858.0,217.0,5.0,100.0,Fully Paid
24000.0, 36 months,6.99,A3,Verified,KS,19.83,9.0,59.0,28.0,804.0,800.0,36210.0,168.0,13.0,100.0,Fully Paid
8950.0, 36 months,6.49,A2,Not Verified,CA,1.27,5.0,30.0,11.0,724.0,720.0,58173.0,121.0,11.0,100.0,Fully Paid
12000.0, 36 months,15.77,D1,Verified,CA,7.7,28.0,5.0,42.0,784.0,780.0,11369.0,248.0,1.0,100.0,Fully Paid
10850.0, 36 months,15.77,D1,Source Verified,MA,13.42,16.0,22.6,31.0,734.0,730.0,3099.0,371.0,6.0,74.2,Fully Paid
10850.0, 36 months,12.88,C2,Not Verified,AL,16.77,11.0,35.0,27.0,619.0,615.0,15154.0,281.0,4.0,66.7,Fully Paid
14000.0, 60 months,9.8,B3,Verified,NY,29.2,13.0,87.0,31.0,704.0,700.0,36075.0,233.0,16.0,97.0,Fully Paid
10000.0, 36 months,13.99,C4,Verified,MN,18.23,8.0,70.6,25.0,714.0,710.0,8944.0,197.0,4.0,95.5,Fully Paid
22000.0, 60 months,17.97,D4,Verified,OH,29.12,21.0,55.9,42.0,779.0,775.0,9647.0,139.0,7.0,95.1,Fully Paid
10000.0, 36 months,11.48,B5,Verified,MA,27.92,11.0,80.2,31.0,699.0,695.0,3957.0,141.0,15.0,100.0,Fully Paid
2525.0, 36 months,19.89,E3,Source Verified,WI,37.91,10.0,97.5,21.0,599.0,595.0,10583.0,197.0,84.0,95.2,Charged Off
25000.0, 36 months,6.0,C2,Verified,KS,25.97,26.0,36.7,50.0,784.0,780.0,10028.0,207.0,18.0,97.8,Fully Paid
28000.0, 36 months,5.32,A1,Source Verified,CO,29.45,17.0,89.3,34.0,624.0,620.0,20464.0,217.0,41.0,100.0,Charged Off
24000.0, 36 months,7.91,A5,Source Verified,NY,8.29,11.0,40.2,17.0,669.0,665.0,43014.0,289.0,5.0,64.7,Fully Paid
35000.0, 36 months,9.17,B2,Not Verified,CA,24.62,19.0,72.5,41.0,789.0,785.0,40164.0,242.0,21.0,100.0,Fully Paid
20000.0, 36 months,7.91,A5,Not Verified,FL,28.97,15.0,59.8,32.0,719.0,715.0,19780.0,360.0,26.0,87.5,Fully Paid
6000.0, 36 months,8.49,B1,Not Verified,MI,29.96,15.0,57.9,36.0,594.0,590.0,26588.0,204.0,1.0,100.0,Fully Paid
18475.0, 36 months,9.8,B3,Verified,FL,18.21,5.0,88.6,18.0,679.0,675.0,7783.0,182.0,53.0,93.3,Fully Paid
24000.0, 36 months,5.32,A1,Not Verified,NJ,20.57,10.0,31.0,15.0,754.0,750.0,6209.0,122.0,57.0,100.0,Fully Paid
15000.0, 60 months,9.17,B2,Not Verified,NY,11.03,13.0,21.0,24.0,764.0,760.0,2368.0,121.0,33.0,100.0,Fully Paid
2850.0, 36 months,9.8,B3,Source Verified,CA,6.16,10.0,28.5,18.0,504.0,500.0,1466.0,116.0,1.0,100.0,Charged Off
10000.0, 36 months,9.8,B3,Source Verified,TX,22.9,18.0,49.4,29.0,704.0,700.0,13590.0,193.0,24.0,86.2,Fully Paid
20000.0, 36 months,9.17,B2,Source Verified,MO,21.03,10.0,78.6,27.0,714.0,710.0,32887.0,259.0,0.0,100.0,Fully Paid
12500.0, 36 months,9.17,B2,Source Verified,MD,23.33,10.0,48.3,34.0,694.0,690.0,3090.0,235.0,5.0,76.5,Fully Paid
15000.0, 36 months,6.99,A3,Not Verified,IL,22.01,21.0,33.2,38.0,719.0,715.0,11659.0,184.0,12.0,100.0,Fully Paid
7000.0, 36 months,11.99,C1,Verified,CA,25.7,10.0,28.1,12.0,644.0,640.0,1819.0,76.0,13.0,100.0,Fully Paid
6000.0, 36 months,11.99,C1,Not Verified,NC,31.42,13.0,55.2,17.0,669.0,665.0,2867.0,47.0,4.0,87.5,Fully Paid
20000.0, 60 months,11.99,C1,Not Verified,CA,19.67,16.0,38.1,37.0,819.0,815.0,3616.0,170.0,3.0,100.0,Fully Paid
6000.0, 36 months,9.17,B2,Source Verified,CA,9.01,6.0,57.8,15.0,774.0,770.0,4428.0,120.0,37.0,100.0,Fully Paid
1500.0, 36 months,7.91,A5,Not Verified,IL,0.96,10.0,33.8,36.0,564.0,560.0,25255.0,165.0,8.0,60.0,Fully Paid
7525.0, 36 months,17.27,D3,Source Verified,NV,33.91,10.0,55.8,34.0,544.0,540.0,8426.0,130.0,14.0,100.0,Charged Off
25000.0, 60 months,21.48,E5,Verified,HI,16.84,5.0,47.9,11.0,559.0,555.0,5380.0,123.0,34.0,90.9,Charged Off
13550.0, 36 months,9.8,B3,Not Verified,NC,17.1,11.0,16.4,35.0,714.0,710.0,18340.0,167.0,0.0,94.3,Fully Paid
6000.0, 36 months,9.17,B2,Not Verified,NC,20.9,15.0,34.9,38.0,794.0,790.0,4355.0,144.0,2.0,100.0,Fully Paid
18000.0, 60 months,15.77,D1,Source Verified,VT,16.44,6.0,50.0,16.0,559.0,555.0,49717.0,140.0,2.0,75.0,Charged Off
3975.0, 36 months,12.88,C2,Not Verified,MD,9.91,6.0,25.0,20.0,624.0,620.0,43474.0,139.0,0.0,95.0,Fully Paid
20000.0, 36 months,7.49,A4,Not Verified,FL,30.5,17.0,54.5,23.0,564.0,560.0,5318.0,122.0,16.0,100.0,Fully Paid
11800.0, 36 months,15.77,D1,Not Verified,AL,21.86,17.0,84.0,37.0,729.0,725.0,11630.0,268.0,6.0,86.0,Fully Paid
24000.0, 36 months,9.8,B3,Verified,LA,25.55,19.0,56.1,38.0,774.0,770.0,1227.0,350.0,1.0,68.4,Fully Paid
24000.0, 60 months,7.91,A5,Source Verified,PA,17.0,24.0,46.1,39.0,709.0,705.0,24312.0,302.0,1.0,100.0,Fully Paid
14000.0, 36 months,5.32,A1,Source Verified,CA,21.38,10.0,44.9,31.0,719.0,715.0,26212.0,234.0,19.0,93.3,Fully Paid
18000.0, 36 months,9.17,B2,Source Verified,TX,30.92,8.0,82.7,18.0,734.0,730.0,3942.0,175.0,5.0,100.0,Fully Paid
25000.0, 36 months,9.8,B3,Verified,CA,11.73,15.0,59.6,44.0,724.0,720.0,64280.0,461.0,8.0,97.0,Fully Paid
27500.0, 36 months,18.99,E1,Source Verified,TX,22.58,7.0,70.5,52.0,734.0,730.0,11634.0,297.0,27.0,78.8,Fully Paid
15000.0, 36 months,8.49,B1,Source Verified,FL,21.42,10.0,79.3,20.0,599.0,595.0,42502.0,290.0,4.0,95.0,Fully Paid
26575.0, 60 months,23.13,F2,Verified,NC,19.88,13.0,52.0,34.0,644.0,640.0,2691.0,259.0,1.0,76.0,Fully Paid
17600.0, 36 months,17.27,D3,Source Verified,GA,26.35,17.0,62.1,23.0,689.0,685.0,1911.0,96.0,9.0,95.7,Fully Paid
5000.0, 36 months,8.49,B1,Source Verified,SD,21.67,8.0,45.4,20.0,684.0,680.0,12458.0,170.0,2.0,89.5,Fully Paid
28000.0, 60 months,9.17,B2,Not Verified,MT,16.95,11.0,36.1,31.0,564.0,560.0,25158.0,94.0,12.0,100.0,Charged Off
25000.0, 36 months,5.32,A1,Not Verified,NH,19.4,12.0,36.3,27.0,759.0,755.0,19008.0,202.0,5.0,100.0,Fully Paid
9000.0, 36 months,6.49,A2,Not Verified,PA,8.67,6.0,30.4,6.0,814.0,810.0,27366.0,189.0,53.0,100.0,Fully Paid
19200.0, 36 months,6.99,A3,Not Verified,CA,21.59,8.0,81.4,27.0,714.0,710.0,55371.0,182.0,16.0,100.0,Fully Paid
21000.0, 36 months,10.78,B4,Not Verified,MI,32.88,23.0,76.5,44.0,714.0,710.0,20074.0,288.0,54.0,97.7,Fully Paid
8000.0, 36 months,9.8,B3,Source Verified,TX,22.08,16.0,36.4,39.0,534.0,530.0,3185.0,127.0,15.0,97.1,Charged Off
14400.0, 36 months,11.99,C1,Source Verified,OH,25.32,7.0,40.3,51.0,709.0,705.0,40647.0,135.0,2.0,97.9,Fully Paid
13000.0, 36 months,7.89,A5,Source Verified,FL,8.2,4.0,78.0,13.0,659.0,655.0,2769.0,164.0,65.0,100.0,Fully Paid
28000.0, 60 months,19.48,E2,Verified,FL,22.83,12.0,76.2,45.0,604.0,600.0,4323.0,175.0,0.0,95.6,Charged Off
9000.0, 36 months,9.8,B3,Not Verified,PA,6.91,6.0,86.7,18.0,729.0,725.0,16814.0,152.0,1.0,100.0,Fully Paid
15000.0, 36 months,14.85,C5,Verified,NY,17.7,29.0,37.0,33.0,709.0,705.0,14342.0,129.0,0.0,97.0,Fully Paid
32000.0, 36 months,17.27,D3,Source Verified,MD,14.07,5.0,0.0,10.0,589.0,585.0,65858.0,13.0,5.0,90.0,Fully Paid
6025.0, 36 months,12.59,C2,Not Verified,MA,27.99,13.0,37.5,23.0,699.0,695.0,3743.0,339.0,9.0,100.0,Fully Paid
10400.0, 60 months,12.88,C2,Source Verified,NY,8.7,15.0,10.3,26.0,644.0,640.0,1003.0,163.0,15.0,100.0,Charged Off
2700.0, 36 months,10.78,B4,Not Verified,OH,2.48,8.0,17.6,19.0,784.0,780.0,221.0,335.0,1.0,94.7,Fully Paid
4000.0, 36 months,9.17,B2,Not Verified,MO,12.93,12.0,43.1,34.0,634.0,630.0,11406.0,220.0,3.0,82.4,Fully Paid
21300.0, 60 months,18.49,D5,Verified,MD,8.08,3.0,100.0,8.0,734.0,730.0,103742.0,187.0,147.0,100.0,Fully Paid
2000.0, 36 months,13.99,C4,Source Verified,KY,34.02,15.0,33.4,44.0,644.0,640.0,8470.0,148.0,14.0,100.0,Fully Paid
20000.0, 60 months,12.88,C2,Source Verified,CA,8.41,11.0,90.0,18.0,704.0,700.0,3127.0,192.0,13.0,100.0,Fully Paid
35000.0, 36 months,13.99,C4,Verified,MN,16.51,19.0,93.4,30.0,699.0,695.0,15799.0,494.0,9.0,100.0,Fully Paid
12000.0, 36 months,11.99,C1,Verified,NY,15.01,9.0,99.3,18.0,674.0,670.0,5124.0,227.0,4.0,100.0,Fully Paid
8000.0, 36 months,9.8,B3,Verified,OH,39.09,10.0,28.9,24.0,724.0,720.0,4964.0,243.0,12.0,91.3,Fully Paid
6600.0, 36 months,10.78,B4,Verified,FL,10.6,5.0,79.7,9.0,709.0,705.0,7538.0,14.0,8.0,88.9,Fully Paid
19300.0, 36 months,13.99,C4,Source Verified,CA,23.2,25.0,35.9,35.0,754.0,750.0,902.0,253.0,0.0,100.0,Fully Paid
35000.0, 60 months,11.48,B5,Verified,NC,25.67,21.0,70.0,32.0,584.0,580.0,20049.0,193.0,20.0,100.0,Charged Off
35000.0, 60 months,16.59,D2,Source Verified,CA,14.56,12.0,47.5,19.0,754.0,750.0,33501.0,118.0,16.0,78.9,Fully Paid
13000.0, 36 months,5.32,A1,Not Verified,NY,18.53,16.0,4.2,30.0,819.0,815.0,2511.0,190.0,5.0,100.0,Fully Paid
16000.0, 36 months,9.17,B2,Verified,NJ,22.61,14.0,79.5,22.0,714.0,710.0,6574.0,95.0,13.0,100.0,Fully Paid
24000.0, 36 months,13.44,C3,Verified,MD,37.63,17.0,78.5,44.0,639.0,635.0,12604.0,354.0,4.0,97.7,Fully Paid
15000.0, 36 months,5.32,A1,Not Verified,CA,8.66,7.0,30.4,13.0,694.0,690.0,5476.0,194.0,14.0,92.3,Fully Paid
20000.0, 36 months,7.91,A5,Not Verified,IN,11.4,17.0,34.7,42.0,694.0,690.0,8496.0,140.0,1.0,88.1,Fully Paid
22725.0, 60 months,16.59,D2,Source Verified,FL,8.59,10.0,67.5,13.0,599.0,595.0,4044.0,316.0,13.0,84.6,Charged Off
16000.0, 60 months,18.99,E1,Verified,MI,38.48,10.0,42.2,24.0,684.0,680.0,9771.0,70.0,12.0,100.0,Fully Paid
15000.0, 60 months,17.27,D3,Not Verified,TX,35.43,16.0,45.6,36.0,639.0,635.0,11464.0,78.0,12.0,91.7,Charged Off
20000.0, 36 months,8.49,B1,Not Verified,CO,27.14,15.0,54.9,35.0,704.0,700.0,41540.0,373.0,30.0,100.0,Fully Paid
18000.0, 36 months,9.17,B2,Verified,CA,20.13,11.0,66.5,22.0,699.0,695.0,9291.0,205.0,3.0,90.9,Fully Paid
12000.0, 36 months,9.17,B2,Not Verified,NJ,7.39,7.0,49.6,25.0,709.0,705.0,1044.0,163.0,24.0,95.5,Fully Paid
4800.0, 36 months,9.17,B2,Verified,CO,19.31,16.0,34.0,62.0,699.0,695.0,11998.0,224.0,1.0,96.8,Fully Paid
8800.0, 36 months,6.49,A2,Not Verified,WA,12.87,12.0,38.8,20.0,714.0,710.0,21015.0,337.0,18.0,90.0,Fully Paid
1000.0, 36 months,13.99,C4,Verified,MS,26.82,18.0,59.2,23.0,564.0,560.0,2569.0,44.0,10.0,100.0,Fully Paid
27975.0, 36 months,7.91,A5,Source Verified,CA,1.75,10.0,4.2,16.0,799.0,795.0,896.0,124.0,2.0,100.0,Fully Paid
18700.0, 36 months,7.49,A4,Not Verified,VA,31.94,13.0,18.5,34.0,814.0,810.0,37782.0,123.0,1.0,96.9,Fully Paid
30000.0, 36 months,17.97,D4,Source Verified,NY,20.18,18.0,35.5,30.0,739.0,735.0,18965.0,300.0,14.0,90.0,Fully Paid
6400.0, 36 months,9.8,B3,Verified,LA,27.39,7.0,54.1,17.0,689.0,685.0,6084.0,204.0,6.0,100.0,Fully Paid
30950.0, 60 months,23.13,F2,Verified,AR,25.83,11.0,76.0,30.0,679.0,675.0,25989.0,138.0,1.0,77.0,Charged Off
3000.0, 36 months,9.17,B2,Verified,OR,21.23,5.0,30.3,21.0,689.0,685.0,3999.0,444.0,3.0,94.1,Fully Paid
18000.0, 36 months,9.17,B2,Not Verified,OR,14.28,17.0,92.4,32.0,669.0,665.0,19108.0,128.0,3.0,96.9,Fully Paid
35000.0, 60 months,9.8,B3,Source Verified,NC,16.12,13.0,38.9,30.0,839.0,835.0,25783.0,380.0,6.0,96.7,Fully Paid
4800.0, 36 months,13.99,C4,Source Verified,CA,25.36,10.0,15.5,13.0,509.0,505.0,10374.0,59.0,4.0,100.0,Fully Paid
16000.0, 36 months,14.85,C5,Verified,CO,29.24,10.0,91.1,31.0,684.0,680.0,44599.0,146.0,4.0,100.0,Fully Paid
16000.0, 36 months,5.32,A1,Source Verified,CA,13.23,14.0,39.3,36.0,704.0,700.0,4923.0,253.0,12.0,93.9,Fully Paid
21000.0, 36 months,8.49,B1,Source Verified,CA,20.24,17.0,88.6,47.0,649.0,645.0,40092.0,159.0,11.0,93.5,Fully Paid
9000.0, 36 months,5.32,A1,Not Verified,NH,15.6,13.0,7.3,27.0,744.0,740.0,646.0,569.0,4.0,96.3,Fully Paid
14600.0, 36 months,8.49,B1,Not Verified,RI,19.63,10.0,31.5,24.0,759.0,755.0,2270.0,120.0,11.0,100.0,Fully Paid
15000.0, 60 months,13.99,C4,Verified,CA,38.25,15.0,42.5,35.0,589.0,585.0,2786.0,133.0,12.0,85.2,Charged Off
16650.0, 36 months,10.78,B4,Not Verified,CA,21.4,10.0,39.1,22.0,589.0,585.0,3457.0,314.0,7.0,95.5,Charged Off
20000.0, 36 months,11.99,C1,Not Verified,NY,15.9,14.0,85.2,27.0,669.0,665.0,39427.0,180.0,12.0,90.9,Fully Paid
16100.0, 60 months,15.77,D1,Not Verified,OH,21.94,10.0,35.7,16.0,734.0,730.0,15296.0,156.0,2.0,100.0,Fully Paid
6500.0, 36 months,11.48,B5,Verified,GA,24.35,14.0,43.1,28.0,704.0,700.0,24670.0,252.0,12.0,100.0,Fully Paid
8000.0, 36 months,13.44,C3,Verified,NJ,6.88,16.0,2.8,59.0,679.0,675.0,804.0,403.0,8.0,94.9,Fully Paid
